,Company_Name,Sector,Stage,Amount($),HeadQuarter,What it does,Funding Year,Founded,Founders,Investor
768,Indifi,FinTech,Debt,5000000.0,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,2015,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India"
769,Firmway,FinTech,Pre-seed,0.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,2016,"Prashant Gupta, Vivek Chandan",N/A
770,Say Cheese,FemTech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,2020,Rajpreet Kaur,N/A
771,Indic Inspirations,Cultural,N/A,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,2019,Sunil Jalihal,Marquee investors
772,Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2021,2020,Vikul Goyal,"Titan Capital, Y Combinator"
773,YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,2014,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
774,Leap Finance,FinTech,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,2019,Vaibhav Singh,Jungle Ventures
775,BlackSoil NBFC,FinTech,N/A,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,2010,Mohinder Pal Bansal,N/A
776,OYO,Hospitality,N/A,200000000.0,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,2012,Ritesh Agarwal,Hindustan Media Venture
777,Max Healthcare,HealthCare,N/A,140000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2021,2000,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare"
778,4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,2018,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures"
779,Ezstays,EdTech,Seed,400000.0,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,2019,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy
780,Stylework,Co-working,Pre-series A,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,2017,Sparsh Khandelwal,Inflection Point Ventures
781,Kinara Capital,FinTech,N/A,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,2011,Hardika Shah,"GAWA Capital, Gaja Capital"
782,Riskcovry,InsureTech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund"
783,NODWIN,Gaming,N/A,20000000.0,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,2012,Gautam Virk,Krafton
784,Quizizz,EdTech,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,2021,2015,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners"
785,Ecom Express,E-commerce,N/A,20000000.0,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,2012,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group"
786,Turtlemint,InsureTech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,2015,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures
787,Captain Fresh,Supply chain platform,Seed,3000000.0,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,2019,Utham Gowda,"Matrix Partners India, Ankur Capital"
788,Northern Arc,FinTech,Debt,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank"
789,Qoohoo,Social platform,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,2020,"Vimal Singh Rathore, Aseem Gupta",Angel investors
790,IGL,Gaming,N/A,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,2021,2016,Yash Pariani,"Hungama, Hindustan Talkies"
791,AMPM,E-commerce,N/A,200000.0,Gurugram,24*7 convenience store,2021,2018,Shubham Gupta,Agility Venture Partners
792,The ePlane,Drone,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,2016,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan"
793,Cashify,E-commerce,N/A,15000000.0,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,2009,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments"
794,Bijnis,B2B service,N/A,0.0,New Delhi,Digitizing the Factories of the Unorganised Industries.,2021,2014,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India"
795,Questt,EdTech,Seed,1000000.0,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,2020,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund"
796,DealShare,E-commerce,Debt,3000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital"
797,Euler Motors,Automotive,Series A,4000000.0,New Delhi,Electric Light Commercial Vehicle,2021,2018,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu"
798,Blume Ventures,FinTech,N/A,40000000.0,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,2011,"Karthik Reddy, Sanjay Nath",Avendus
799,KoineArth,Blockchain startup,Pre-series A,1800000.0,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,2018,Praphul Chandra,YourNest
800,ImaginXP,EdTech,N/A,1500000.0,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,2013,Vidhika Rohatgi,Venture Catalysts
801,Virohan,EdTech,N/A,0.0,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,2018,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital"
802,Apna.co,Recruitment,N/A,12500000.0,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,2019,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc"
803,ideaForge,Drone,N/A,2000000.0,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,2007,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures"
804,Clairco,CleanTech,N/A,500000.0,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,2018,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList"
805,Northern Arc,FinTech,Debt,50000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp"
806,Lenskart,Fashion,N/A,95000000.0,"Faridabad, Haryana",Lenskart is an India-based online shopping portal for eyewear.,2021,2010,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings"
807,ParkSmart,Automotive,Seed,0.0,New Delhi,ParkSmart is a parking management application.,2021,2018,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani"
808,Virohan,EdTech,Series A,3000000.0,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,2018,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation"
809,BankSathi,FinTech,Seed,200000.0,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,2019,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar"
810,Spark Studio,EdTech,Seed,0.0,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,2021,2020,Anushree Goenka,Better Capital
811,BlissClub,Fashion,Seed,2000000.0,Bangalore,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,2020,Minu Margeret,Elevation Capital
812,BricSpaces,Real estate,Pre-seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,2018,Madhusudhan,Angel investors
813,ANSR,Consulting,Series B,15000000.0,Bangalore,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,2008,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund"
814,Keito,AI company,Seed,0.0,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,2016,Amal P S,"Rajesh Agarwal, Nandkishore Mundada"
815,Reccy Adventures,Sports startup,Seed,400000.0,Gurugram,Reccy Adventures is an adventure sports startup.,2021,2019,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman"
816,Magenta EV,Renewable Energy,Series A,15000000.0,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,2017,"Maxson Lewis, Darryl Dias","JITO Angel Network, LetsVenture"
817,Karbon Card,FinTech,Pre-series A,1000000.0,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,2021,2019,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar","MyAsia VC, Orios Venture Partners"
818,Wysa,AI company,Series A,5000000.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,2015,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures"
819,Agnikul,SpaceTech,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,2017,"Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan"
820,LegalPay,FinTech,Seed,0.0,New Delhi,A trusted financial partner for advocates and corporate.,2021,2019,Kundan Shahi,9Unicorns
821,Glamplus,SaaS startup,Pre-series A,200000.0,Bangalore,India's #1 SaaS based Salon experience Software,2021,2020,Divyanshu Singh,Inflection Point Ventures
822,Tekie,EdTech,Seed,1500000.0,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,2017,"Anand Verma, Naman Mukund","GSV, Multiply Ventures"
823,Asirvad Microfinance,FinTech,N/A,15000000.0,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,2007,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc"
824,Avalon Labs,FinTech,Pre-series A,0.0,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,2017,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital"
825,Betterhalf.ai,Matrimony,Pre-series A,3000000.0,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,2016,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan"
826,Koo,Social Media,Series B,30000000.0,Bangalore,Koo App operates as a microblogging app.,2021,2020,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant"
827,Rezo.ai,AI startup,Seed,0.0,Noida,Conversational AI platform - Innovate the way you communicate,2021,2017,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani"
828,Mentoria,EdTech,Pre-series A,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,2015,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra"
829,Cuvette Tech,Human Resources,Seed,1800000.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,2020,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya"
830,Clensta,BioTechnology,N/A,600000.0,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,2016,Puneet Gupta,"IAN Fund, World Startup Factory"
831,FarMart,AgriTech,Pre-series A,24000000.0,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,2015,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital"
832,Kodo Card,FinTech,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,2019,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator"
833,Polygon,Crypto,N/A,0.0,Mumbai,Polygon is a blockchain scalability platform.,2021,2017,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures"
834,Get My Parking,Mobility,N/A,6000000.0,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,2015,"Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund"
835,Cellestial,Electronics,Pre-series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,2019,Siddhartha Durairajan,"Gurj Aujla, Ashik K"
836,FanCode,Sports startup,N/A,50000000.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,2019,Yannick Colaco,Dream Sports
837,Jai Kisan,FinTech,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,2017,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures"
838,Plum,HealthCare,Series A,15000000.0,Bangalore,High quality health insurance and health benefits,2021,2019,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre"
839,ThatMate,HealthCare,N/A,140000.0,Satara,ThatMate is a sexual and mental wellness app for teens.,2021,2019,Nishant Neeraj,"Supriya Kumari, Premanshu Singh"
840,Klassroom,EdTech,Pre-series A,200000.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,2016,Alka Javeri,ah! Ventures
841,Convin,SaaS startup,Pre-seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,2019,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala"
842,Mensa Brands,Clothing,Series A,50000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
843,Disruptium,Consulting,N/A,200000.0,Ahmadabad,A consultancy platform for startups,2021,2021,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta
844,MedTel Healthcare,HealthCare,Pre-series A,5000000.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2021,2017,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",N/A
845,Pickright Technologies,FinTech,N/A,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,2019,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav"
846,Ingenium,EdTech,Seed,0.0,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,2018,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels
847,BharatPe,FinTech,Debt,6000000.0,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,2018,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners"
848,RuleZero,Tech Startup,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,2019,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures"
849,Rubix Data Sciences,IT startup,Seed,800000.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,2018,Mohan Ramaswamy,N/A
850,Locobuzz,Analytics,Series A,4000000.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2021,2011,Vishal Agrawal,Yuj Ventures
851,We Founder Circle,FinTech,Pre-seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,2020,Neeraj Tyagi,Geekster
852,Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,2015,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures"
853,Celcius,Logistics,Seed,0.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,2020,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures
854,Enthu.ai,AI startup,N/A,200000.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,2021,2020,"Tushar Jain, Vishal Verma",Appit Simple Infotek
855,Myelin Foundry,AI startup,Pre-series A,1000000.0,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,2019,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures
856,SuperOps.ai,AI startup,Seed,3000000.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2021,2020,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital"
857,6Degree,Retail,N/A,1000000.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,2014,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners"
858,Teachmint,EdTech,Series A,16500000.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,2020,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures"
859,Sarathi,HealthCare,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,2020,Aditi Poyam,N/A
860,Jidoka Technologies,Software,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,2018,Sekar Udayamurthy,N/A
861,Rapido,Transportation,Series C,43000000.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,2015,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners"
862,BYJU'S,EdTech,N/A,150000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital"
863,ElasticRun,E-commerce,Series D,75000000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,2015,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
864,Avail Finance,FinTech,Debt,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
865,Nivesh,FinTech,Pre-series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
866,Thingsup,IoT platform,N/A,1000000.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,2021,2020,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator
867,Arthya Wealth and Investments,FinTech,Pre-series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
868,Zepto,E-commerce,N/A,60000000.0,Mumbai,Grocery delivery startup,2021,2021,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator"
869,Fi,Financial Services,Series B,50000000.0,Bangalore,Fi is a neo bank.,2021,2019,Sumit Gwalani,"Capital Group, Falcon Edge"
870,Kiko Live,Commerce,Pre-series A,1000000.0,Gurugram,Video-based social commerce startup,2021,2020,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
871,TurboHire,Computer Software,N/A,0.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,2019,Deepak Agrawal,"Arcilla, Samir Khosla"
872,The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,2015,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
873,SatSure,Defense & Space,N/A,0.0,Bangalore,SatSure is an innovative decision analytics company,2021,2017,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India
874,Ruptok Fintech,Financial Services,Pre-series A,2000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Manuvel Malabar Jewellers
875,VilCart,Retail,N/A,2000000.0,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,2017,Prasanna Kumar,Nabventures
876,Dogsee Chew,Food & Beverages,Pre-series A,7000000.0,Bangalore,100% Natural Dog Treats.,2021,2015,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
877,Advantage Club,HR Tech,Pre-series A,3300000.0,Gurugram,Advantage Club is India's largest employee engagement platform.,2021,2014,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
878,TRDR,Financial Services,N/A,150000.0,Bangalore,TRDR is an all-new approach to investing.,2021,2020,Ricky Jacob,"Kunal Shah, Snehal Fulzele"
879,Zoomcar,Mobility,N/A,92000000.0,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,2012,Greg Moran,SternAegis Ventures
880,Leap India,Logistics & Supply Chain,N/A,10000000.0,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,2013,Anurag Malempati,CDC Group
881,SuperBottoms,Consumer Goods,N/A,400000.0,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,2015,Pallavi Utagi,Alteria Capital
882,Cora Health,"Health, Wellness & Fitness",Seed,600000.0,Bangalore,Social commerce marketplace for everyday health and wellness.,2021,2020,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
883,Battery Smart,Renewables & Environment,Pre-series A,7000000.0,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,2019,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
884,The Good Glamm Group,Information Technology & Services,Series D,150000000.0,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,2021,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
885,Mosaic Wellness,"Health, Wellness & Fitness",Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,2021,2019,Dhyanesh Shah,Sequoia
886,CloudFiles,SaaS startup,Pre-seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
887,The Viral Fever,Entertainment,N/A,2000000.0,Mumbai,India's leading digital entertainment network.,2021,2012,Arunabh Kumar,BlackSoil
888,Xpand,Retail,Pre-series A,1500000.0,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,2021,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
889,Troo Good,E-commerce,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018,Raju Bhupati,OAKS Asset Management
890,Prodo,Business Supplies & Equipment,Pre-seed,300000.0,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,2021,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture"
891,Unnati,FinTech,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,2021,2019,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios"
892,Lysto,NFT,Seed,3000000.0,Bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,2021,Sadiq Ahamed,BEENEXT
893,Wakefit,Furniture,Series C,20000000.0,Bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,2014,"Ankit Garg, Chaitanya Ramalingegowda",SIG
894,Buyofuel,Oil & Energy,Seed,100000.0,Coimbatore,Green Fuels Marketplace,2021,2020,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures
895,ElectricPe,EV,Seed,3000000.0,Bangalore,India's largest Electric Vehicle Charging Platform,2021,2021,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund"
896,Vayana Network,Financial Services,Series C,30000000.0,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,2017,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
897,Valuationary,E-learning,Pre-seed,100000.0,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,2020,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
898,Knocksense,Online Media,N/A,150000.0,Lucknow,Knocksense is a local news and recommendations platform.,2021,2016,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
899,Petpooja,Information Technology & Services,N/A,4500000.0,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,2011,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
900,Wingreens Farms,Food & Beverages,N/A,17000000.0,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,2011,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
901,Doola,Company-as-a-Service,N/A,3000000.0,New York,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2021,2020,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
902,EyeMyEye,Eyewear,Pre-series A,2000000.0,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021,Ganesh Iyer,2000000
